date,material,location,beginning_inventory,production_gr,delivery_gr,shipment,delivery_ship,ending_inventory,calculated_ending,balance_diff
2026-02-03,80848028,C937,18,0,0,1,0.0,17,17.0,0.0
2026-02-03,80805852,A668,30,0,0,0,0.0,30,30.0,0.0
2026-02-03,80863646,A716,1,0,37,1,0.0,37,37.0,0.0
2026-02-03,80804138,E564,20,0,1,2,0.0,19,19.0,0.0
2026-02-03,21314876,A672,397,0,0,2,0.0,395,395.0,0.0
2026-02-03,21139445,0386,1,0,0,0,0.0,1,1.0,0.0
2026-02-03,21314593,C816,517,0,0,0,0.0,517,517.0,0.0
2026-02-03,80805856,C810,21,0,0,2,18.0,1,1.0,0.0
2026-02-03,80804133,D901,188,0,19,31,0.0,176,176.0,0.0
2026-02-03,80807092,A715,75,0,0,1,0.0,74,74.0,0.0
2026-02-03,80807093,C937,3,0,0,1,0.0,2,2.0,0.0
2026-02-03,21165816,E569,5,0,0,0,0.0,5,5.0,0.0
2026-02-03,80848029,A668,137,0,0,0,0.0,137,137.0,0.0
2026-02-03,80854083,C816,34,0,0,0,0.0,34,34.0,0.0
2026-02-03,80795933,A673,1310,0,0,8,0.0,1302,1302.0,0.0
2026-02-03,21103372,E569,10,0,0,1,0.0,9,9.0,0.0
2026-02-03,80804703,A673,185,0,39,0,10.0,214,214.0,0.0
2026-02-03,80868102,A680,15,0,2,3,0.0,14,14.0,0.0
2026-02-03,80884848,A672,30,0,0,2,0.0,28,28.0,0.0
2026-02-03,21419490,A673,772,0,0,9,0.0,763,763.0,0.0
2026-02-03,80804138,D901,94,0,11,3,0.0,102,102.0,0.0
2026-02-03,21128067,D767,46,0,0,3,0.0,43,43.0,0.0
2026-02-03,80807112,A715,239,0,0,5,0.0,234,234.0,0.0
2026-02-03,21179704,A673,62,0,111,0,0.0,173,173.0,0.0
2026-02-03,21148509,A715,99,0,0,9,0.0,90,90.0,0.0
2026-02-03,80884852,A672,353,0,0,9,0.0,344,344.0,0.0
2026-02-03,21113405,A672,277,0,0,3,0.0,274,274.0,0.0
2026-02-03,80812099,A715,17,0,4,1,0.0,20,20.0,0.0
2026-02-03,80885920,A673,657,0,15,77,0.0,595,595.0,0.0
2026-02-03,21315352,E556,7,0,0,1,0.0,6,6.0,0.0
2026-02-03,21416910,A668,262,0,0,0,0.0,262,262.0,0.0
2026-02-03,80805856,A668,289,0,0,27,0.0,262,262.0,0.0
2026-02-03,80865910,C816,5,0,0,0,0.0,5,5.0,0.0
2026-02-03,21121751,A716,54,0,0,0,0.0,54,54.0,0.0
2026-02-03,21171453,A672,45,0,0,1,0.0,44,44.0,0.0
2026-02-03,80812846,A673,439,0,0,26,6.0,407,407.0,0.0
2026-02-03,80807105,D191,32,0,0,3,0.0,29,29.0,0.0
2026-02-03,21352461,A668,128,0,0,0,0.0,128,128.0,0.0
2026-02-03,21141769,E556,8,0,0,1,0.0,7,7.0,0.0
2026-02-03,21377504,C816,109,0,0,2,0.0,107,107.0,0.0
2026-02-03,80807113,E568,5,0,0,1,0.0,4,4.0,0.0
2026-02-03,21170683,A680,64,0,62,0,0.0,126,126.0,0.0
2026-02-03,21113405,C810,29,0,0,0,0.0,29,29.0,0.0
2026-02-03,21314593,A673,629,0,0,11,0.0,618,618.0,0.0
2026-02-03,80807114,C816,153,0,0,7,0.0,146,146.0,0.0
2026-02-03,21132758,E556,29,0,0,0,0.0,29,29.0,0.0
2026-02-03,21133312,E564,1,0,0,0,0.0,1,1.0,0.0
2026-02-03,80807089,E564,10,0,0,1,0.0,9,9.0,0.0
2026-02-03,80848022,A668,371,0,0,37,0.0,334,334.0,0.0
2026-02-03,80854083,A673,85,0,0,0,0.0,85,85.0,0.0
2026-02-03,80863643,A716,12,0,0,0,0.0,12,12.0,0.0
2026-02-03,80793615,E564,2,0,0,0,0.0,2,2.0,0.0
