date,material,location,beginning_inventory,production_gr,delivery_gr,shipment,delivery_ship,ending_inventory,calculated_ending,balance_diff
2026-01-16,80805852,A668,15,0,0,1,0.0,14,14.0,0.0
2026-01-16,80863646,A716,5,0,0,0,0.0,5,5.0,0.0
2026-01-16,80804138,E564,22,0,1,2,0.0,21,21.0,0.0
2026-01-16,21314593,C816,373,0,0,1,0.0,372,372.0,0.0
2026-01-16,80805856,C810,40,0,2,3,0.0,39,39.0,0.0
2026-01-16,80804133,D901,210,0,0,15,0.0,195,195.0,0.0
2026-01-16,80807092,A715,113,0,0,2,0.0,111,111.0,0.0
2026-01-16,80848028,0386,4,0,0,0,4.0,0,0.0,0.0
2026-01-16,80807093,C937,5,0,0,1,0.0,4,4.0,0.0
2026-01-16,21165816,E569,5,0,0,0,0.0,5,5.0,0.0
2026-01-16,80848029,A668,296,0,0,8,0.0,288,288.0,0.0
2026-01-16,80854083,C816,34,0,0,0,0.0,34,34.0,0.0
2026-01-16,21103372,E569,7,0,0,1,0.0,6,6.0,0.0
2026-01-16,21314876,C810,3,0,0,0,0.0,3,3.0,0.0
2026-01-16,80804703,A673,218,0,2,13,4.0,203,203.0,0.0
2026-01-16,80868102,A680,9,0,0,0,0.0,9,9.0,0.0
2026-01-16,80884848,A672,13,0,0,2,0.0,11,11.0,0.0
2026-01-16,21419490,A673,1134,0,0,21,0.0,1113,1113.0,0.0
2026-01-16,21029016,D767,2,0,0,0,0.0,2,2.0,0.0
2026-01-16,80804138,D901,32,0,4,16,0.0,20,20.0,0.0
2026-01-16,21128067,D767,53,0,0,5,0.0,48,48.0,0.0
2026-01-16,80807112,A715,191,0,0,7,0.0,184,184.0,0.0
2026-01-16,21179704,A673,4,0,75,3,9.0,67,67.0,0.0
2026-01-16,21148509,A715,102,0,15,2,0.0,115,115.0,0.0
2026-01-16,80884852,A672,462,0,0,5,0.0,457,457.0,0.0
2026-01-16,21113405,A672,252,0,0,16,0.0,236,236.0,0.0
2026-01-16,21121756,0386,5,0,0,0,3.0,2,2.0,0.0
2026-01-16,80812099,A715,23,0,0,0,0.0,23,23.0,0.0
2026-01-16,80885920,A673,476,0,87,16,0.0,547,547.0,0.0
2026-01-16,21315352,E556,28,0,0,2,0.0,26,26.0,0.0
2026-01-16,21416910,A668,262,0,0,0,0.0,262,262.0,0.0
2026-01-16,80805856,A668,185,0,0,2,0.0,183,183.0,0.0
2026-01-16,80865910,C816,6,0,0,0,0.0,6,6.0,0.0
2026-01-16,21121751,A716,51,0,0,0,0.0,51,51.0,0.0
2026-01-16,21171453,A672,25,0,0,1,0.0,24,24.0,0.0
2026-01-16,80812846,A673,619,0,0,5,0.0,614,614.0,0.0
2026-01-16,80807105,D191,17,0,0,2,0.0,15,15.0,0.0
2026-01-16,21352461,A668,215,0,0,8,0.0,207,207.0,0.0
2026-01-16,21141769,E556,4,0,0,3,0.0,1,1.0,0.0
2026-01-16,21377504,C816,168,0,0,1,0.0,167,167.0,0.0
2026-01-16,80807113,E568,6,0,0,0,0.0,6,6.0,0.0
2026-01-16,21170683,A680,60,0,0,8,0.0,52,52.0,0.0
2026-01-16,21113405,C810,10,0,0,0,0.0,10,10.0,0.0
2026-01-16,21314593,A673,411,0,0,18,2.0,391,391.0,0.0
2026-01-16,80807114,C816,336,0,0,5,0.0,331,331.0,0.0
