date,material,location,beginning_inventory,production_gr,delivery_gr,shipment,delivery_ship,ending_inventory,calculated_ending,balance_diff
2026-01-01,80848028,C937,22,0,0,1,0.0,21,21.0,0.0
2026-01-01,80805852,A668,10,0,0,1,0.0,9,9.0,0.0
2026-01-01,80863646,A716,5,0,0,0,0.0,5,5.0,0.0
2026-01-01,80804138,E564,34,0,0,1,0.0,33,33.0,0.0
2026-01-01,21314876,A672,5,0,0,3,0.0,2,2.0,0.0
2026-01-01,21314593,C816,247,0,0,7,0.0,240,240.0,0.0
2026-01-01,80805856,C810,15,0,0,0,0.0,15,15.0,0.0
2026-01-01,80804133,D901,158,0,0,25,0.0,133,133.0,0.0
2026-01-01,80807092,A715,36,0,0,1,0.0,35,35.0,0.0
2026-01-01,80807093,C937,3,0,0,0,0.0,3,3.0,0.0
2026-01-01,21165816,E569,5,0,0,0,0.0,5,5.0,0.0
2026-01-01,80848029,A668,28,0,0,2,0.0,26,26.0,0.0
2026-01-01,80854083,C816,131,0,0,70,0.0,61,61.0,0.0
2026-01-01,21103372,E569,15,0,0,0,0.0,15,15.0,0.0
2026-01-01,80868102,A680,24,0,0,0,0.0,24,24.0,0.0
2026-01-01,80884848,A672,39,0,0,2,0.0,37,37.0,0.0
2026-01-01,21419490,A673,1357,0,0,17,0.0,1340,1340.0,0.0
2026-01-01,21029016,D767,19,0,0,0,0.0,19,19.0,0.0
2026-01-01,80804138,D901,133,0,0,8,0.0,125,125.0,0.0
2026-01-01,21128067,D767,40,0,0,2,0.0,38,38.0,0.0
2026-01-01,80807112,A715,11,0,0,4,0.0,7,7.0,0.0
2026-01-01,21179704,A673,57,0,0,2,0.0,55,55.0,0.0
2026-01-01,21148509,A715,49,0,0,1,0.0,48,48.0,0.0
2026-01-01,80884852,A672,538,0,0,12,0.0,526,526.0,0.0
2026-01-01,21121756,0386,1,0,0,0,0.0,1,1.0,0.0
2026-01-01,80812099,A715,15,0,0,0,0.0,15,15.0,0.0
2026-01-01,80885920,A673,114,0,0,0,0.0,114,114.0,0.0
2026-01-01,21315352,E556,15,0,0,3,0.0,12,12.0,0.0
2026-01-01,21416910,A668,300,0,0,20,0.0,280,280.0,0.0
2026-01-01,80805856,A668,359,0,0,11,0.0,348,348.0,0.0
2026-01-01,80865910,C816,6,0,0,0,0.0,6,6.0,0.0
2026-01-01,21121751,A716,3,0,0,2,0.0,1,1.0,0.0
2026-01-01,80812846,A673,630,0,0,10,52.0,568,568.0,0.0
2026-01-01,80807105,D191,51,0,0,3,0.0,48,48.0,0.0
2026-01-01,21352461,A668,57,0,0,14,0.0,43,43.0,0.0
2026-01-01,21141769,E556,25,0,0,1,0.0,24,24.0,0.0
2026-01-01,21377504,C816,214,0,1,0,0.0,215,215.0,0.0
2026-01-01,80807113,E568,7,0,0,0,0.0,7,7.0,0.0
2026-01-01,21170683,A680,144,0,0,17,0.0,127,127.0,0.0
2026-01-01,21113405,C810,1,0,0,0,0.0,1,1.0,0.0
2026-01-01,80807114,C816,101,0,0,5,0.0,96,96.0,0.0
2026-01-01,21132758,E556,62,0,0,7,0.0,55,55.0,0.0
2026-01-01,80807089,E564,14,0,0,1,0.0,13,13.0,0.0
2026-01-01,80848022,A668,206,0,0,7,0.0,199,199.0,0.0
2026-01-01,80854083,A673,129,0,0,8,0.0,121,121.0,0.0
2026-01-01,80863643,A716,2,0,0,0,0.0,2,2.0,0.0
2026-01-01,80807105,E568,7,0,0,0,0.0,7,7.0,0.0
2026-01-01,21314875,A668,12,0,0,2,0.0,10,10.0,0.0
2026-01-01,80804132,E556,53,0,0,1,0.0,52,52.0,0.0
2026-01-01,80840975,E564,4,0,0,0,0.0,4,4.0,0.0
2026-01-01,80804130,C819,5,0,0,0,0.0,5,5.0,0.0
2026-01-01,21314595,A672,123,0,0,37,0.0,86,86.0,0.0
