date,material,location,beginning_inventory,production_gr,delivery_gr,shipment,delivery_ship,ending_inventory,calculated_ending,balance_diff
2025-12-22,80848028,C937,58,0,0,7,0.0,51,51.0,0.0
2025-12-22,80805852,A668,18,0,0,2,0.0,16,16.0,0.0
2025-12-22,80863646,A716,6,0,0,0,0.0,6,6.0,0.0
2025-12-22,80804138,E564,46,0,0,2,0.0,44,44.0,0.0
2025-12-22,21314876,A672,33,0,0,3,0.0,30,30.0,0.0
2025-12-22,21139445,0386,0,1736,0,0,1733.0,3,3.0,0.0
2025-12-22,21314593,C816,579,0,0,55,0.0,524,524.0,0.0
2025-12-22,80804133,D901,386,0,0,15,0.0,371,371.0,0.0
2025-12-22,80807092,A715,53,0,0,6,0.0,47,47.0,0.0
2025-12-22,80807093,C937,11,0,0,0,0.0,11,11.0,0.0
2025-12-22,21165816,E569,5,0,0,0,0.0,5,5.0,0.0
2025-12-22,80848029,A668,174,0,0,15,0.0,159,159.0,0.0
2025-12-22,80854083,C816,602,0,0,111,0.0,491,491.0,0.0
2025-12-22,80795933,A673,77,0,0,8,0.0,69,69.0,0.0
2025-12-22,21103372,E569,22,0,0,2,0.0,20,20.0,0.0
2025-12-22,80804703,A673,133,0,0,19,0.0,114,114.0,0.0
2025-12-22,80868102,A680,40,0,0,1,0.0,39,39.0,0.0
2025-12-22,80884848,A672,148,0,0,37,0.0,111,111.0,0.0
2025-12-22,21419490,A673,28,0,0,28,0.0,0,0.0,0.0
2025-12-22,21029016,D767,25,0,0,1,0.0,24,24.0,0.0
2025-12-22,80804138,D901,175,0,0,0,0.0,175,175.0,0.0
2025-12-22,21128067,D767,90,0,0,15,0.0,75,75.0,0.0
2025-12-22,80807112,A715,112,0,0,9,0.0,103,103.0,0.0
2025-12-22,21179704,A673,96,0,0,5,0.0,91,91.0,0.0
2025-12-22,21148509,A715,75,0,0,0,0.0,75,75.0,0.0
2025-12-22,80884852,A672,473,0,0,36,0.0,437,437.0,0.0
2025-12-22,80812099,A715,21,0,0,0,0.0,21,21.0,0.0
2025-12-22,80885920,A673,1395,0,0,245,0.0,1150,1150.0,0.0
2025-12-22,21315352,E556,44,0,0,7,0.0,37,37.0,0.0
2025-12-22,80805856,A668,428,0,0,23,0.0,405,405.0,0.0
2025-12-22,80865910,C816,6,0,0,0,0.0,6,6.0,0.0
2025-12-22,21121751,A716,17,0,0,1,0.0,16,16.0,0.0
