transit_uid,date,material,sending,receiving,actual_ship_date,actual_delivery_date,quantity,ori_deployment_uid,vehicle_uid
21442422|0386|A716|2025-12-21|net demand for normal|001548_transit_20251221-0386-A716-Train-#1,2026-01-04,21442422,0386,A716,2025-12-21,2026-01-05,5,21442422|0386|A716|2025-12-21|net demand for normal|001548,20251221-0386-A716-Train-#1
21165946|0386|A716|2025-12-21|net demand for forecast|001276_transit_20251221-0386-A716-Train-#1,2026-01-04,21165946,0386,A716,2025-12-21,2026-01-05,2,21165946|0386|A716|2025-12-21|net demand for forecast|001276,20251221-0386-A716-Train-#1
21165946|0386|A716|2025-12-21|net demand for forecast|001286_transit_20251221-0386-A716-Train-#1,2026-01-04,21165946,0386,A716,2025-12-21,2026-01-05,5,21165946|0386|A716|2025-12-21|net demand for forecast|001286,20251221-0386-A716-Train-#1
21428668|0386|A716|2025-12-21|net demand for forecast|001503_transit_20251221-0386-A716-Train-#1,2026-01-04,21428668,0386,A716,2025-12-21,2026-01-05,8,21428668|0386|A716|2025-12-21|net demand for forecast|001503,20251221-0386-A716-Train-#1
21307836|0386|A716|2025-12-22|net demand for normal|002082_transit_20251222-0386-A716-Train-#1,2026-01-04,21307836,0386,A716,2025-12-22,2026-01-05,2,21307836|0386|A716|2025-12-22|net demand for normal|002082,20251222-0386-A716-Train-#1
21377091|0386|A716|2025-12-22|net demand for normal|002217_transit_20251222-0386-A716-Train-#1,2026-01-04,21377091,0386,A716,2025-12-22,2026-01-05,11,21377091|0386|A716|2025-12-22|net demand for normal|002217,20251222-0386-A716-Train-#1
21419490|0386|A716|2025-12-22|net demand for normal|002262_transit_20251222-0386-A716-Train-#1,2026-01-04,21419490,0386,A716,2025-12-22,2026-01-05,20,21419490|0386|A716|2025-12-22|net demand for normal|002262,20251222-0386-A716-Train-#1
21428668|0386|A716|2025-12-22|net demand for normal|002301_transit_20251222-0386-A716-Train-#1,2026-01-04,21428668,0386,A716,2025-12-22,2026-01-05,3,21428668|0386|A716|2025-12-22|net demand for normal|002301,20251222-0386-A716-Train-#1
21442422|0386|A716|2025-12-22|net demand for normal|002331_transit_20251222-0386-A716-Train-#1,2026-01-04,21442422,0386,A716,2025-12-22,2026-01-05,2,21442422|0386|A716|2025-12-22|net demand for normal|002331,20251222-0386-A716-Train-#1
21139445|0386|A716|2025-12-22|net demand for forecast|001660_transit_20251222-0386-A716-Train-#1,2026-01-04,21139445,0386,A716,2025-12-22,2026-01-06,2,21139445|0386|A716|2025-12-22|net demand for forecast|001660,20251222-0386-A716-Train-#1
21139445|0386|A716|2025-12-22|net demand for forecast|001661_transit_20251222-0386-A716-Train-#1,2026-01-04,21139445,0386,A716,2025-12-22,2026-01-05,2,21139445|0386|A716|2025-12-22|net demand for forecast|001661,20251222-0386-A716-Train-#1
21139445|0386|A716|2025-12-22|net demand for forecast|001662_transit_20251222-0386-A716-Train-#1,2026-01-04,21139445,0386,A716,2025-12-22,2026-01-06,2,21139445|0386|A716|2025-12-22|net demand for forecast|001662,20251222-0386-A716-Train-#1
21139445|0386|A716|2025-12-22|net demand for forecast|001663_transit_20251222-0386-A716-Train-#1,2026-01-04,21139445,0386,A716,2025-12-22,2026-01-06,2,21139445|0386|A716|2025-12-22|net demand for forecast|001663,20251222-0386-A716-Train-#1
21139445|0386|A716|2025-12-22|net demand for forecast|001664_transit_20251222-0386-A716-Train-#1,2026-01-04,21139445,0386,A716,2025-12-22,2026-01-05,3,21139445|0386|A716|2025-12-22|net demand for forecast|001664,20251222-0386-A716-Train-#1
21139445|0386|A716|2025-12-22|net demand for forecast|001665_transit_20251222-0386-A716-Train-#1,2026-01-04,21139445,0386,A716,2025-12-22,2026-01-05,3,21139445|0386|A716|2025-12-22|net demand for forecast|001665,20251222-0386-A716-Train-#1
21139445|0386|A716|2025-12-22|net demand for forecast|001666_transit_20251222-0386-A716-Train-#1,2026-01-04,21139445,0386,A716,2025-12-22,2026-01-05,3,21139445|0386|A716|2025-12-22|net demand for forecast|001666,20251222-0386-A716-Train-#1
