date,material,location,beginning_inventory,production_gr,delivery_gr,shipment,delivery_ship,ending_inventory,calculated_ending,balance_diff
2026-02-08,80848028,C937,33,0,2,2,0.0,33,33.0,0.0
2026-02-08,80805852,A668,28,0,0,1,0.0,27,27.0,0.0
2026-02-08,80863646,A716,39,0,0,1,0.0,38,38.0,0.0
2026-02-08,80804138,E564,23,0,4,4,0.0,23,23.0,0.0
2026-02-08,21314876,A672,375,0,0,0,0.0,375,375.0,0.0
2026-02-08,21139445,0386,1,0,0,0,0.0,1,1.0,0.0
2026-02-08,21314593,C816,420,0,0,28,0.0,392,392.0,0.0
2026-02-08,80805856,C810,35,0,0,0,10.0,25,25.0,0.0
2026-02-08,80804133,D901,186,0,0,30,0.0,156,156.0,0.0
2026-02-08,80807092,A715,68,0,0,3,0.0,65,65.0,0.0
2026-02-08,80848028,0386,0,3623,0,0,3620.0,3,3.0,0.0
2026-02-08,80807093,C937,8,0,0,0,0.0,8,8.0,0.0
2026-02-08,21165816,E569,5,0,0,0,0.0,5,5.0,0.0
2026-02-08,80848029,A668,328,0,0,9,0.0,319,319.0,0.0
2026-02-08,80854083,C816,34,0,0,0,0.0,34,34.0,0.0
2026-02-08,80795933,A673,1270,0,0,2,0.0,1268,1268.0,0.0
2026-02-08,21103372,E569,11,0,0,0,0.0,11,11.0,0.0
2026-02-08,80804703,A673,195,0,0,9,0.0,186,186.0,0.0
2026-02-08,80868102,A680,29,0,0,0,0.0,29,29.0,0.0
2026-02-08,80884848,A672,20,0,0,1,0.0,19,19.0,0.0
2026-02-08,21419490,A673,664,0,0,21,0.0,643,643.0,0.0
2026-02-08,80804138,D901,89,0,4,11,0.0,82,82.0,0.0
2026-02-08,21128067,D767,29,0,0,2,0.0,27,27.0,0.0
2026-02-08,80807112,A715,203,0,0,3,0.0,200,200.0,0.0
2026-02-08,21179704,A673,159,0,0,4,0.0,155,155.0,0.0
2026-02-08,21148509,A715,80,0,0,3,0.0,77,77.0,0.0
2026-02-08,80884852,A672,325,0,0,0,0.0,325,325.0,0.0
2026-02-08,21113405,A672,254,0,0,8,0.0,246,246.0,0.0
2026-02-08,80812099,A715,19,0,0,1,0.0,18,18.0,0.0
2026-02-08,80885920,A673,695,0,0,97,0.0,598,598.0,0.0
2026-02-08,21315352,E556,20,0,0,0,0.0,20,20.0,0.0
2026-02-08,21416910,A668,262,0,0,0,0.0,262,262.0,0.0
2026-02-08,80805856,A668,213,0,163,11,0.0,365,365.0,0.0
2026-02-08,80865910,C816,4,0,0,0,0.0,4,4.0,0.0
2026-02-08,21121751,A716,51,0,0,0,0.0,51,51.0,0.0
2026-02-08,21171453,A672,39,0,0,1,0.0,38,38.0,0.0
2026-02-08,80812846,A673,345,0,442,5,41.0,741,741.0,0.0
2026-02-08,80807105,D191,21,0,0,3,0.0,18,18.0,0.0
2026-02-08,21352461,A668,413,0,0,5,0.0,408,408.0,0.0
2026-02-08,21141769,E556,2,0,0,2,0.0,0,0.0,0.0
2026-02-08,21377504,C816,102,0,0,1,0.0,101,101.0,0.0
2026-02-08,80807113,E568,4,0,0,0,0.0,4,4.0,0.0
2026-02-08,21170683,A680,110,0,0,2,0.0,108,108.0,0.0
2026-02-08,21113405,C810,28,0,0,0,5.0,23,23.0,0.0
2026-02-08,21314593,A673,552,0,0,18,3.0,531,531.0,0.0
2026-02-08,80807114,C816,121,0,1240,5,0.0,1356,1356.0,0.0
2026-02-08,21132758,E556,17,0,0,4,0.0,13,13.0,0.0
2026-02-08,21133312,E564,2,0,4,0,0.0,6,6.0,0.0
2026-02-08,80807089,E564,16,0,14,0,0.0,30,30.0,0.0
2026-02-08,80848022,A668,537,0,0,41,0.0,496,496.0,0.0
2026-02-08,80854083,A673,85,0,0,0,0.0,85,85.0,0.0
2026-02-08,80863643,A716,11,0,0,0,0.0,11,11.0,0.0
2026-02-08,80793615,E564,2,0,0,0,0.0,2,2.0,0.0
2026-02-08,80884845,A716,257,0,0,1,0.0,256,256.0,0.0
2026-02-08,80807105,E568,4,0,0,0,0.0,4,4.0,0.0
2026-02-08,21314875,A668,70,0,0,2,0.0,68,68.0,0.0
2026-02-08,80804132,E556,44,0,1,3,0.0,42,42.0,0.0
2026-02-08,80840975,E564,8,0,0,0,0.0,8,8.0,0.0
2026-02-08,21269899,0386,2,0,0,0,0.0,2,2.0,0.0
2026-02-08,80804130,C819,5,0,0,0,0.0,5,5.0,0.0
2026-02-08,21314595,A672,792,0,0,0,0.0,792,792.0,0.0
2026-02-08,21325292,A672,735,0,0,0,0.0,735,735.0,0.0
2026-02-08,21377504,E568,2,0,0,0,0.0,2,2.0,0.0
2026-02-08,21143102,A680,166,0,0,7,0.0,159,159.0,0.0
2026-02-08,80807114,E568,2,0,0,0,0.0,2,2.0,0.0
2026-02-08,80812845,E569,33,0,0,7,0.0,26,26.0,0.0
2026-02-08,80885921,A672,255,0,0,6,0.0,249,249.0,0.0
2026-02-08,21315352,A715,24,0,0,1,0.0,23,23.0,0.0
2026-02-08,80865910,A673,2395,0,0,3,0.0,2392,2392.0,0.0
2026-02-08,80807118,E556,38,0,0,0,0.0,38,38.0,0.0
2026-02-08,80863645,A672,631,0,0,2,0.0,629,629.0,0.0
2026-02-08,21133312,D901,45,0,0,4,0.0,41,41.0,0.0
2026-02-08,21434952,A672,511,0,0,4,0.0,507,507.0,0.0
2026-02-08,21314595,C810,7,0,0,0,0.0,7,7.0,0.0
2026-02-08,21325292,C810,105,0,0,11,3.0,91,91.0,0.0
2026-02-08,80868100,A716,87,0,0,0,0.0,87,87.0,0.0
2026-02-08,80796091,C816,373,0,0,5,0.0,368,368.0,0.0
2026-02-08,21141769,A715,78,0,0,2,0.0,76,76.0,0.0
2026-02-08,21377504,A673,614,0,0,3,0.0,611,611.0,0.0
2026-02-08,21414747,0386,1,0,0,0,0.0,1,1.0,0.0
2026-02-08,80807100,A716,84,0,0,0,0.0,84,84.0,0.0
2026-02-08,80812103,A672,96,0,2,3,0.0,95,95.0,0.0
2026-02-08,80807114,A673,201,0,0,5,0.0,196,196.0,0.0
2026-02-08,80795932,A672,331,0,0,2,0.0,329,329.0,0.0
2026-02-08,80807112,C816,275,0,0,8,0.0,267,267.0,0.0
2026-02-08,21148509,C816,278,0,0,0,0.0,278,278.0,0.0
2026-02-08,80805850,E569,2,0,0,0,0.0,2,2.0,0.0
2026-02-08,21132758,A715,133,0,0,6,0.0,127,127.0,0.0
2026-02-08,80807120,C819,48,0,0,4,0.0,44,44.0,0.0
2026-02-08,80868101,A716,128,0,0,0,0.0,128,128.0,0.0
2026-02-08,80848026,A668,707,0,0,80,0.0,627,627.0,0.0
2026-02-08,80807110,A715,654,0,0,15,0.0,639,639.0,0.0
2026-02-08,21366842,0386,1,0,0,0,0.0,1,1.0,0.0
2026-02-08,21128067,C816,503,0,0,23,0.0,480,480.0,0.0
2026-02-08,21303404,C937,2,0,0,0,0.0,2,2.0,0.0
2026-02-08,80804704,C937,65,0,2,9,0.0,58,58.0,0.0
2026-02-08,21132988,0386,64,0,0,0,63.0,1,1.0,0.0
2026-02-08,80804701,C819,6,0,0,0,0.0,6,6.0,0.0
2026-02-08,80804132,A715,133,0,0,6,0.0,127,127.0,0.0
2026-02-08,21377091,A672,3713,0,0,0,0.0,3713,3713.0,0.0
2026-02-08,80884850,C816,204,0,0,4,0.0,200,200.0,0.0
2026-02-08,80807091,C937,27,0,2,2,0.0,27,27.0,0.0
2026-02-08,80840976,A716,217,0,0,1,0.0,216,216.0,0.0
2026-02-08,80807117,A672,16,0,0,0,0.0,16,16.0,0.0
2026-02-08,80848023,D901,334,0,0,0,0.0,334,334.0,0.0
2026-02-08,21434946,0386,86,0,0,0,0.0,86,86.0,0.0
2026-02-08,80848027,C937,7,0,0,1,0.0,6,6.0,0.0
2026-02-08,80807100,D901,62,0,0,13,0.0,49,49.0,0.0
2026-02-08,80804137,A680,48,0,0,2,0.0,46,46.0,0.0
