date,material,location,beginning_inventory,production_gr,delivery_gr,shipment,delivery_ship,ending_inventory,calculated_ending,balance_diff
2025-12-21,80848028,C937,65,0,0,7,0.0,58,58.0,0.0
2025-12-21,80805852,A668,18,0,0,0,0.0,18,18.0,0.0
2025-12-21,80863646,A716,6,0,0,0,0.0,6,6.0,0.0
2025-12-21,80804138,E564,50,0,0,4,0.0,46,46.0,0.0
2025-12-21,21314876,A672,36,0,0,3,0.0,33,33.0,0.0
2025-12-21,21314593,C816,579,0,0,0,0.0,579,579.0,0.0
2025-12-21,80804133,D901,414,0,0,28,0.0,386,386.0,0.0
2025-12-21,80807092,A715,55,0,0,2,0.0,53,53.0,0.0
2025-12-21,80807093,C937,13,0,0,2,0.0,11,11.0,0.0
2025-12-21,21165816,E569,5,0,0,0,0.0,5,5.0,0.0
2025-12-21,80848029,A668,188,0,0,14,0.0,174,174.0,0.0
2025-12-21,80854083,C816,603,0,0,1,0.0,602,602.0,0.0
2025-12-21,80795933,A673,87,0,0,10,0.0,77,77.0,0.0
2025-12-21,21103372,E569,23,0,0,1,0.0,22,22.0,0.0
2025-12-21,80804703,A673,133,0,0,0,0.0,133,133.0,0.0
2025-12-21,80868102,A680,40,0,0,0,0.0,40,40.0,0.0
2025-12-21,80884848,A672,179,0,0,31,0.0,148,148.0,0.0
2025-12-21,21419490,A673,307,0,0,279,0.0,28,28.0,0.0
2025-12-21,21029016,D767,27,0,0,2,0.0,25,25.0,0.0
2025-12-21,80804138,D901,182,0,0,7,0.0,175,175.0,0.0
2025-12-21,21128067,D767,102,0,0,12,0.0,90,90.0,0.0
2025-12-21,80807112,A715,137,0,0,25,0.0,112,112.0,0.0
2025-12-21,21179704,A673,101,0,0,5,0.0,96,96.0,0.0
2025-12-21,21148509,A715,82,0,0,7,0.0,75,75.0,0.0
2025-12-21,80884852,A672,499,0,0,26,0.0,473,473.0,0.0
2025-12-21,80812099,A715,22,0,0,1,0.0,21,21.0,0.0
2025-12-21,80885920,A673,1528,0,0,133,0.0,1395,1395.0,0.0
2025-12-21,21315352,E556,45,0,0,1,0.0,44,44.0,0.0
2025-12-21,80805856,A668,478,0,0,50,0.0,428,428.0,0.0
2025-12-21,80865910,C816,6,0,0,0,0.0,6,6.0,0.0
2025-12-21,21121751,A716,17,0,0,0,0.0,17,17.0,0.0
2025-12-21,21171453,A672,11,0,0,1,0.0,10,10.0,0.0
2025-12-21,80812846,A673,698,0,0,55,0.0,643,643.0,0.0
2025-12-21,80807105,D191,94,0,0,4,0.0,90,90.0,0.0
2025-12-21,21352461,A668,145,0,0,9,0.0,136,136.0,0.0
2025-12-21,21141769,E556,36,0,0,0,0.0,36,36.0,0.0
2025-12-21,80807113,E568,7,0,0,0,0.0,7,7.0,0.0
2025-12-21,21170683,A680,48,0,0,21,0.0,27,27.0,0.0
2025-12-21,21113405,C810,2,0,0,0,0.0,2,2.0,0.0
2025-12-21,21314593,A673,370,0,0,36,0.0,334,334.0,0.0
2025-12-21,80807114,C816,202,0,0,17,0.0,185,185.0,0.0
2025-12-21,21132758,E556,103,0,0,4,0.0,99,99.0,0.0
2025-12-21,21133312,E564,6,0,0,0,0.0,6,6.0,0.0
2025-12-21,80807089,E564,33,0,0,4,0.0,29,29.0,0.0
2025-12-21,80848022,A668,400,0,0,13,0.0,387,387.0,0.0
2025-12-21,80854083,A673,305,0,0,18,0.0,287,287.0,0.0
2025-12-21,80863643,A716,6,0,0,1,0.0,5,5.0,0.0
2025-12-21,80884845,A716,41,0,0,13,0.0,28,28.0,0.0
2025-12-21,80807105,E568,8,0,0,0,0.0,8,8.0,0.0
2025-12-21,21314875,A668,33,0,0,1,0.0,32,32.0,0.0
2025-12-21,80804132,E556,88,0,0,4,0.0,84,84.0,0.0
2025-12-21,80840975,E564,7,0,0,1,0.0,6,6.0,0.0
2025-12-21,80804130,C819,5,0,0,0,0.0,5,5.0,0.0
2025-12-21,21314595,A672,595,0,0,173,0.0,422,422.0,0.0
2025-12-21,21325292,A672,249,0,0,11,0.0,238,238.0,0.0
2025-12-21,21377504,E568,1,0,0,0,0.0,1,1.0,0.0
2025-12-21,21143102,A680,107,0,0,7,0.0,100,100.0,0.0
2025-12-21,80807114,E568,2,0,0,0,0.0,2,2.0,0.0
2025-12-21,80812845,E569,115,0,0,12,0.0,103,103.0,0.0
2025-12-21,80885921,A672,178,0,0,25,0.0,153,153.0,0.0
2025-12-21,21315352,A715,54,0,0,0,0.0,54,54.0,0.0
2025-12-21,80865910,A673,94,0,0,6,0.0,88,88.0,0.0
2025-12-21,80807118,E556,138,0,0,5,0.0,133,133.0,0.0
2025-12-21,80863645,A672,105,0,0,12,0.0,93,93.0,0.0
2025-12-21,21133312,D901,109,0,0,13,0.0,96,96.0,0.0
2025-12-21,21434952,A672,194,0,0,122,0.0,72,72.0,0.0
2025-12-21,21314595,C810,12,0,0,0,0.0,12,12.0,0.0
2025-12-21,21325292,C810,73,0,0,0,0.0,73,73.0,0.0
2025-12-21,80868100,A716,28,0,0,3,0.0,25,25.0,0.0
2025-12-21,21141769,A715,100,0,0,3,0.0,97,97.0,0.0
2025-12-21,21377504,A673,6,0,0,2,0.0,4,4.0,0.0
2025-12-21,80807100,A716,36,0,0,1,0.0,35,35.0,0.0
2025-12-21,80812103,A672,127,0,0,7,0.0,120,120.0,0.0
2025-12-21,80807114,A673,180,0,0,3,0.0,177,177.0,0.0
2025-12-21,80795932,A672,77,0,0,2,0.0,75,75.0,0.0
2025-12-21,80807112,C816,327,0,0,23,0.0,304,304.0,0.0
2025-12-21,21148509,C816,76,0,0,50,0.0,26,26.0,0.0
2025-12-21,80805850,E569,2,0,0,0,0.0,2,2.0,0.0
2025-12-21,21132758,A715,119,0,0,8,0.0,111,111.0,0.0
2025-12-21,80807120,C819,114,0,0,1,0.0,113,113.0,0.0
2025-12-21,80868101,A716,12,0,0,0,0.0,12,12.0,0.0
2025-12-21,80848026,A668,1123,0,0,178,0.0,945,945.0,0.0
2025-12-21,80807110,A715,384,0,0,30,0.0,354,354.0,0.0
2025-12-21,21029016,C816,166,0,0,0,0.0,166,166.0,0.0
2025-12-21,21366842,0386,107,0,0,0,106.0,1,1.0,0.0
2025-12-21,21128067,C816,116,0,589,76,0.0,629,629.0,0.0
2025-12-21,21303404,C937,2,0,0,0,0.0,2,2.0,0.0
2025-12-21,80804704,C937,122,0,0,3,0.0,119,119.0,0.0
2025-12-21,80804701,C819,8,0,0,0,0.0,8,8.0,0.0
