date,material,location,beginning_inventory,production_gr,delivery_gr,shipment,delivery_ship,ending_inventory,calculated_ending,balance_diff
2026-02-15,80848028,C937,40,0,0,1,0.0,39,39.0,0.0
2026-02-15,80805852,A668,23,0,0,1,0.0,22,22.0,0.0
2026-02-15,80863646,A716,37,0,0,0,0.0,37,37.0,0.0
2026-02-15,80804138,E564,30,0,0,1,0.0,29,29.0,0.0
2026-02-15,21314876,A672,363,0,0,2,0.0,361,361.0,0.0
2026-02-15,21139445,0386,1,0,0,0,0.0,1,1.0,0.0
2026-02-15,21314593,C816,803,0,0,0,0.0,803,803.0,0.0
2026-02-15,80805856,C810,44,0,0,1,0.0,43,43.0,0.0
2026-02-15,80804133,D901,212,0,0,6,0.0,206,206.0,0.0
2026-02-15,80807092,A715,143,0,0,2,0.0,141,141.0,0.0
2026-02-15,80807093,C937,7,0,0,0,0.0,7,7.0,0.0
2026-02-15,21165816,E569,5,0,0,0,0.0,5,5.0,0.0
2026-02-15,80848029,A668,261,0,0,10,0.0,251,251.0,0.0
2026-02-15,80854083,C816,34,0,0,0,0.0,34,34.0,0.0
2026-02-15,80795933,A673,1206,0,0,6,0.0,1200,1200.0,0.0
2026-02-15,21103372,E569,8,0,0,1,0.0,7,7.0,0.0
2026-02-15,21314876,C810,2,0,0,0,0.0,2,2.0,0.0
2026-02-15,80804703,A673,129,0,4,3,0.0,130,130.0,0.0
2026-02-15,80868102,A680,35,0,0,0,0.0,35,35.0,0.0
2026-02-15,80884848,A672,7,0,0,3,0.0,4,4.0,0.0
2026-02-15,21419490,A673,542,0,0,12,0.0,530,530.0,0.0
2026-02-15,80804138,D901,102,0,0,3,0.0,99,99.0,0.0
2026-02-15,21128067,D767,46,0,0,0,0.0,46,46.0,0.0
2026-02-15,80807112,A715,167,0,0,7,0.0,160,160.0,0.0
2026-02-15,21179704,A673,134,0,0,3,6.0,125,125.0,0.0
2026-02-15,21148509,A715,126,0,0,2,0.0,124,124.0,0.0
2026-02-15,80884852,A672,298,0,0,0,0.0,298,298.0,0.0
2026-02-15,21113405,A672,223,0,0,0,0.0,223,223.0,0.0
2026-02-15,80812099,A715,18,0,0,0,0.0,18,18.0,0.0
2026-02-15,80885920,A673,505,0,0,65,0.0,440,440.0,0.0
2026-02-15,21315352,E556,8,0,0,3,0.0,5,5.0,0.0
2026-02-15,21416910,A668,262,0,0,0,0.0,262,262.0,0.0
2026-02-15,80805856,A668,262,0,131,24,0.0,369,369.0,0.0
2026-02-15,80865910,C816,4,0,0,0,0.0,4,4.0,0.0
2026-02-15,21121751,A716,42,0,0,0,0.0,42,42.0,0.0
