date,material,location,quantity
2025-12-24,21029016,A668,86
2025-12-24,21029016,A672,609
2025-12-24,21029016,A673,255
2025-12-24,21029016,A680,85
2025-12-24,21029016,A715,22
2025-12-24,21029016,A716,41
2025-12-24,21029016,C810,5
2025-12-24,21029016,C816,195
2025-12-24,21029016,C819,7
2025-12-24,21029016,C937,34
2025-12-24,21029016,D767,34
2025-12-24,21029016,E556,110
2025-12-24,21029016,E564,58
2025-12-24,21029016,E568,4
2025-12-24,21029016,E569,23
2025-12-24,21098519,A668,622
2025-12-24,21098519,A672,1420
2025-12-24,21098519,A673,1442
2025-12-24,21098519,A680,351
2025-12-24,21098519,A715,210
2025-12-24,21098519,A716,157
2025-12-24,21098519,C810,301
2025-12-24,21098519,C816,1117
2025-12-24,21098519,C819,0
2025-12-24,21098519,C937,115
2025-12-24,21098519,D191,2
2025-12-24,21098519,D767,58
2025-12-24,21098519,D901,412
2025-12-24,21098519,E556,92
2025-12-24,21098519,E564,44
2025-12-24,21098519,E568,3
2025-12-24,21098519,E569,16
2025-12-24,21103371,A668,614
2025-12-24,21103371,A672,1163
2025-12-24,21103371,A673,1310
2025-12-24,21103371,A680,373
2025-12-24,21103371,A715,171
2025-12-24,21103371,A716,119
2025-12-24,21103371,C563,57
2025-12-24,21103371,C810,296
2025-12-24,21103371,C816,818
2025-12-24,21103371,C937,85
2025-12-24,21103371,D191,2
2025-12-24,21103371,D767,36
2025-12-24,21103371,D901,371
2025-12-24,21103371,E295,389
2025-12-24,21103371,E564,24
2025-12-24,21103371,E568,2
2025-12-24,21103371,E569,10
2025-12-24,21103372,A668,584
2025-12-24,21103372,A672,1235
2025-12-24,21103372,A673,1408
2025-12-24,21103372,A680,372
2025-12-24,21103372,A715,187
2025-12-24,21103372,A716,147
2025-12-24,21103372,C810,303
2025-12-24,21103372,C816,905
2025-12-24,21103372,C819,0
2025-12-24,21103372,C937,122
2025-12-24,21103372,D191,2
2025-12-24,21103372,D767,79
2025-12-24,21103372,D901,378
2025-12-24,21103372,E556,201
2025-12-24,21103372,E564,64
2025-12-24,21103372,E568,3
2025-12-24,21103372,E569,24
2025-12-24,21113405,A668,55
2025-12-24,21113405,A672,90
2025-12-24,21113405,A673,83
2025-12-24,21113405,A680,18
2025-12-24,21113405,A715,16
2025-12-24,21113405,A716,13
2025-12-24,21113405,C810,2
2025-12-24,21113405,C816,46
2025-12-24,21113405,C819,8
2025-12-24,21113405,C937,6
2025-12-24,21113405,D767,24
2025-12-24,21113405,D901,13
2025-12-24,21113405,E556,5
2025-12-24,21113405,E564,13
2025-12-24,21113405,E568,3
2025-12-24,21113405,E569,4
2025-12-24,21118864,A668,18
2025-12-24,21118864,A672,21
2025-12-24,21118864,A673,93
2025-12-24,21118864,A680,9
2025-12-24,21118864,A715,1
2025-12-24,21118864,A716,3
2025-12-24,21118864,C816,28
2025-12-24,21118864,C937,1
2025-12-24,21118864,D767,3
2025-12-24,21118864,D901,1
2025-12-24,21118864,E564,0
2025-12-24,21118867,A668,20
2025-12-24,21118867,A672,37
2025-12-24,21118867,A673,59
2025-12-24,21118867,A680,9
2025-12-24,21118867,A715,6
