date,material,location,beginning_inventory,production_gr,delivery_gr,shipment,delivery_ship,ending_inventory,calculated_ending,balance_diff
2025-12-26,21377504,C816,8,0,0,7,0,1,1,0
2025-12-26,21127730,A668,195,0,0,13,0,182,182,0
2025-12-26,80807093,E569,1,0,0,0,0,1,1,0
2025-12-26,21132988,D767,155,0,0,7,0,148,148,0
2025-12-26,80863643,C816,185,0,0,0,0,185,185,0
2025-12-26,80812845,E569,141,0,0,2,0,139,139,0
2025-12-26,80804705,C563,89,0,0,5,0,84,84,0
2025-12-26,80848024,C819,86,0,0,10,0,76,76,0
2025-12-26,21255844,C819,5,0,0,0,0,5,5,0
2025-12-26,21314602,E564,15,0,0,0,0,15,15,0
2025-12-26,80848031,C937,26,0,0,1,0,25,25,0
2025-12-26,21419500,A668,48,0,0,5,0,43,43,0
2025-12-26,21419490,A680,300,0,0,64,0,236,236,0
2025-12-26,21118867,E569,1,0,0,0,0,1,1,0
2025-12-26,80807093,A680,10,0,0,0,0,10,10,0
2025-12-26,80812845,A680,711,0,0,42,0,669,669,0
2025-12-26,80838165,A672,99,0,0,1,0,98,98,0
2025-12-26,21255844,A672,74,0,0,0,0,74,74,0
2025-12-26,80807089,A716,194,0,0,18,0,176,176,0
2025-12-26,80807102,D767,55,0,0,3,0,52,52,0
2025-12-26,21354246,A672,53,0,0,15,0,38,38,0
2025-12-26,21137866,D191,29,0,0,0,0,29,29,0
2025-12-26,80804136,D901,102,0,0,2,0,100,100,0
2025-12-26,80812845,C563,157,0,0,0,0,157,157,0
2025-12-26,80804701,D901,85,0,0,2,0,83,83,0
2025-12-26,21121751,A673,204,0,0,28,0,176,176,0
2025-12-26,21307836,C816,21,0,0,4,0,17,17,0
2025-12-26,80884850,A672,874,0,0,58,0,816,816,0
2025-12-26,21269899,C819,5,0,0,1,0,4,4,0
2025-12-26,21118867,A680,7,0,0,1,0,6,6,0
2025-12-26,21357275,A716,47,0,0,4,0,43,43,0
2025-12-26,80854083,A715,44,0,0,5,0,39,39,0
2025-12-26,80807118,E568,7,0,0,0,0,7,7,0
2025-12-26,21132758,D767,55,0,0,2,0,53,53,0
2025-12-26,80807120,A673,651,0,0,37,0,614,614,0
2025-12-26,21377504,A680,1,0,0,0,0,1,1,0
2025-12-26,80807095,C937,134,0,0,8,0,126,126,0
2025-12-26,80885919,A680,80,0,0,5,0,75,75,0
2025-12-26,21137621,C816,1064,0,0,6,0,1058,1058,0
2025-12-26,80807116,A668,1321,0,0,55,0,1266,1266,0
2025-12-26,21275914,E556,1,0,0,0,0,1,1,0
2025-12-26,80793614,A715,42,0,0,0,0,42,42,0
2025-12-26,80838162,C816,16,0,0,0,0,16,16,0
2025-12-26,80812839,A715,38,0,0,1,0,37,37,0
2025-12-26,21133312,E569,6,0,0,0,0,6,6,0
2025-12-26,21366842,A672,149,0,0,116,0,33,33,0
2025-12-26,21314876,A668,33,0,0,6,0,27,27,0
2025-12-26,80848024,A668,257,0,0,32,0,225,225,0
2025-12-26,80807097,E569,16,0,0,1,0,15,15,0
2025-12-26,21155895,C937,14,0,0,0,0,14,14,0
