material,sending,receiving,planned_deployment_date,deployed_qty,demand_element,ori_deployment_uid
21139445,C816,A672,2025-12-24,1,net demand for forecast,21139445|C816|A672|2025-12-24|net demand for forecast|000001
21155895,C810,C937,2025-12-24,1,net demand for safety,21155895|C810|C937|2025-12-24|net demand for safety|000002
21155895,C810,D767,2025-12-24,2,net demand for safety,21155895|C810|D767|2025-12-24|net demand for safety|000003
21170683,C810,C937,2025-12-24,1,net demand for safety,21170683|C810|C937|2025-12-24|net demand for safety|000004
21325164,A673,D901,2025-12-24,1,net demand for forecast,21325164|A673|D901|2025-12-24|net demand for forecast|000005
21325164,A673,D901,2025-12-24,1,net demand for forecast,21325164|A673|D901|2025-12-24|net demand for forecast|000006
21325164,A673,D901,2025-12-24,1,net demand for normal,21325164|A673|D901|2025-12-24|net demand for normal|000007
21414747,C816,A672,2025-12-24,43,net demand for forecast,21414747|C816|A672|2025-12-24|net demand for forecast|000008
21419485,C816,A672,2025-12-24,10,net demand for forecast,21419485|C816|A672|2025-12-24|net demand for forecast|000009
21419490,C816,A672,2025-12-24,73,net demand for forecast,21419490|C816|A672|2025-12-24|net demand for forecast|000010
21428668,C816,A672,2025-12-24,111,net demand for forecast,21428668|C816|A672|2025-12-24|net demand for forecast|000011
21434946,A673,D901,2025-12-24,1,net demand for normal,21434946|A673|D901|2025-12-24|net demand for normal|000012
21442422,C816,A672,2025-12-24,96,net demand for forecast,21442422|C816|A672|2025-12-24|net demand for forecast|000013
21442896,C816,A672,2025-12-24,5,net demand for forecast,21442896|C816|A672|2025-12-24|net demand for forecast|000014
21442897,C816,A672,2025-12-24,5,net demand for forecast,21442897|C816|A672|2025-12-24|net demand for forecast|000015
21447518,C816,A672,2025-12-24,1,net demand for forecast,21447518|C816|A672|2025-12-24|net demand for forecast|000016
80793615,A673,E564,2025-12-24,1,net demand for forecast,80793615|A673|E564|2025-12-24|net demand for forecast|000017
80804698,C816,A672,2025-12-24,1,net demand for forecast,80804698|C816|A672|2025-12-24|net demand for forecast|000018
