material,sending,receiving,planned_deployment_date,deployed_qty,demand_element,ori_deployment_uid
21155895,C810,C937,2025-12-24,1,net demand for safety,21155895|C810|C937|2025-12-24|net demand for safety|000002
21155895,C810,D767,2025-12-24,2,net demand for safety,21155895|C810|D767|2025-12-24|net demand for safety|000003
21170683,C810,C937,2025-12-24,1,net demand for safety,21170683|C810|C937|2025-12-24|net demand for safety|000004
21325164,A673,D901,2025-12-24,1,net demand for forecast,21325164|A673|D901|2025-12-24|net demand for forecast|000005
21325164,A673,D901,2025-12-24,1,net demand for forecast,21325164|A673|D901|2025-12-24|net demand for forecast|000006
21325164,A673,D901,2025-12-24,1,net demand for normal,21325164|A673|D901|2025-12-24|net demand for normal|000007
21434946,A673,D901,2025-12-24,1,net demand for normal,21434946|A673|D901|2025-12-24|net demand for normal|000012
80793615,A673,E564,2025-12-24,1,net demand for forecast,80793615|A673|E564|2025-12-24|net demand for forecast|000017
80804699,C816,A673,2025-12-24,1,net demand for forecast,80804699|C816|A673|2025-12-24|net demand for forecast|000025
80804699,C816,A673,2025-12-24,1,net demand for forecast,80804699|C816|A673|2025-12-24|net demand for forecast|000026
80804699,C816,A673,2025-12-24,1,net demand for forecast,80804699|C816|A673|2025-12-24|net demand for forecast|000027
80804699,C816,A673,2025-12-24,1,net demand for forecast,80804699|C816|A673|2025-12-24|net demand for forecast|000028
80804699,C816,A673,2025-12-24,1,net demand for forecast,80804699|C816|A673|2025-12-24|net demand for forecast|000029
80804699,C816,A673,2025-12-24,1,net demand for forecast,80804699|C816|A673|2025-12-24|net demand for forecast|000030
80804699,C816,A673,2025-12-24,1,net demand for net demand for forecast,80804699|C816|A673|2025-12-24|net demand for net demand for forecast|000031
80804703,C816,A680,2025-12-24,1,net demand for forecast,80804703|C816|A680|2025-12-24|net demand for forecast|000039
80804703,C816,A680,2025-12-24,1,net demand for forecast,80804703|C816|A680|2025-12-24|net demand for forecast|000040
