date,material,location,quantity
2025-12-25,21029016,A668,86
2025-12-25,21029016,A672,589
2025-12-25,21029016,A673,252
2025-12-25,21029016,A680,82
2025-12-25,21029016,A715,21
2025-12-25,21029016,A716,39
2025-12-25,21029016,C810,5
2025-12-25,21029016,C816,190
2025-12-25,21029016,C819,7
2025-12-25,21029016,C937,34
2025-12-25,21029016,D767,32
2025-12-25,21029016,E556,106
2025-12-25,21029016,E564,57
2025-12-25,21029016,E568,4
2025-12-25,21029016,E569,23
2025-12-25,21098519,A668,622
2025-12-25,21098519,A672,1419
2025-12-25,21098519,A673,1348
2025-12-25,21098519,A680,351
2025-12-25,21098519,A715,203
2025-12-25,21098519,A716,148
2025-12-25,21098519,C810,301
2025-12-25,21098519,C816,1117
2025-12-25,21098519,C819,0
2025-12-25,21098519,C937,112
2025-12-25,21098519,D191,2
2025-12-25,21098519,D767,56
2025-12-25,21098519,D901,402
2025-12-25,21098519,E556,81
2025-12-25,21098519,E564,44
2025-12-25,21098519,E568,3
2025-12-25,21098519,E569,15
2025-12-25,21103371,A668,602
2025-12-25,21103371,A672,1116
2025-12-25,21103371,A673,1268
2025-12-25,21103371,A680,372
2025-12-25,21103371,A715,166
2025-12-25,21103371,A716,119
2025-12-25,21103371,C563,54
2025-12-25,21103371,C810,296
2025-12-25,21103371,C816,786
2025-12-25,21103371,C937,82
2025-12-25,21103371,D191,2
2025-12-25,21103371,D767,35
2025-12-25,21103371,D901,360
2025-12-25,21103371,E295,374
2025-12-25,21103371,E564,24
2025-12-25,21103371,E568,2
2025-12-25,21103371,E569,10
2025-12-25,21103372,A668,553
2025-12-25,21103372,A672,1165
2025-12-25,21103372,A673,1381
2025-12-25,21103372,A680,363
2025-12-25,21103372,A715,187
2025-12-25,21103372,A716,138
2025-12-25,21103372,C810,303
2025-12-25,21103372,C816,856
2025-12-25,21103372,C819,0
2025-12-25,21103372,C937,114
2025-12-25,21103372,D191,2
2025-12-25,21103372,D767,77
2025-12-25,21103372,D901,373
2025-12-25,21103372,E556,193
2025-12-25,21103372,E564,62
2025-12-25,21103372,E568,3
2025-12-25,21103372,E569,24
2025-12-25,21113405,A668,53
2025-12-25,21113405,A672,63
2025-12-25,21113405,A673,59
2025-12-25,21113405,A680,16
2025-12-25,21113405,A715,12
2025-12-25,21113405,A716,7
2025-12-25,21113405,C810,2
2025-12-25,21113405,C816,36
2025-12-25,21113405,C819,7
2025-12-25,21113405,C937,5
2025-12-25,21113405,D767,23
2025-12-25,21113405,D901,11
2025-12-25,21113405,E556,5
2025-12-25,21113405,E564,10
2025-12-25,21113405,E568,3
2025-12-25,21113405,E569,3
2025-12-25,21118864,A668,17
2025-12-25,21118864,A672,20
2025-12-25,21118864,A673,90
2025-12-25,21118864,A680,9
2025-12-25,21118864,A715,1
2025-12-25,21118864,A716,3
2025-12-25,21118864,C816,28
2025-12-25,21118864,C937,1
2025-12-25,21118864,D767,3
2025-12-25,21118864,D901,1
2025-12-25,21118864,E564,0
2025-12-25,21118867,A668,16
2025-12-25,21118867,A672,37
2025-12-25,21118867,A673,55
2025-12-25,21118867,A680,7
2025-12-25,21118867,A715,5
2025-12-25,21118867,A716,7
2025-12-25,21118867,C810,0
2025-12-25,21118867,C816,19
2025-12-25,21118867,C819,3
2025-12-25,21118867,C937,2
2025-12-25,21118867,D767,6
2025-12-25,21118867,D901,4
2025-12-25,21118867,E556,1
2025-12-25,21118867,E564,2
2025-12-25,21118867,E568,1
2025-12-25,21118867,E569,1
2025-12-25,21121751,A668,15
