date,material,location,beginning_inventory,production_gr,delivery_gr,shipment,delivery_ship,ending_inventory,calculated_ending,balance_diff
2025-12-25,21377504,C816,9,0,0,1,0.0,8,8.0,0.0
2025-12-25,21127730,A668,201,0,0,6,0.0,195,195.0,0.0
2025-12-25,80807093,E569,1,0,0,0,0.0,1,1.0,0.0
2025-12-25,21132988,D767,156,0,0,1,0.0,155,155.0,0.0
2025-12-25,80863643,C816,185,0,0,0,0.0,185,185.0,0.0
2025-12-25,80812845,E569,145,0,0,4,0.0,141,141.0,0.0
2025-12-25,80804705,C563,94,0,0,5,0.0,89,89.0,0.0
2025-12-25,80848024,C819,93,0,0,7,0.0,86,86.0,0.0
2025-12-25,21255844,C819,5,0,0,0,0.0,5,5.0,0.0
2025-12-25,21314602,E564,15,0,0,0,0.0,15,15.0,0.0
2025-12-25,80848031,C937,27,0,0,1,0.0,26,26.0,0.0
2025-12-25,21419500,A668,49,0,0,1,0.0,48,48.0,0.0
2025-12-25,21419490,A680,361,0,0,61,0.0,300,300.0,0.0
2025-12-25,21118867,E569,1,0,0,0,0.0,1,1.0,0.0
2025-12-25,80807093,A680,10,0,0,0,0.0,10,10.0,0.0
2025-12-25,80812845,A680,712,0,0,1,0.0,711,711.0,0.0
2025-12-25,80838165,A672,99,0,0,0,0.0,99,99.0,0.0
2025-12-25,21255844,A672,75,0,0,1,0.0,74,74.0,0.0
2025-12-25,80807089,A716,208,0,0,14,0.0,194,194.0,0.0
2025-12-25,80807102,D767,55,0,0,0,0.0,55,55.0,0.0
2025-12-25,21354246,A672,61,0,0,8,0.0,53,53.0,0.0
2025-12-25,21137866,D191,29,0,0,0,0.0,29,29.0,0.0
2025-12-25,80804136,D901,105,0,0,3,0.0,102,102.0,0.0
2025-12-25,80812845,C563,157,0,0,0,0.0,157,157.0,0.0
2025-12-25,80804701,D901,86,0,0,1,0.0,85,85.0,0.0
2025-12-25,21121751,A673,204,0,0,0,0.0,204,204.0,0.0
2025-12-25,21307836,C816,38,0,0,17,0.0,21,21.0,0.0
2025-12-25,80884850,A672,874,0,0,0,0.0,874,874.0,0.0
2025-12-25,21269899,C819,5,0,0,0,0.0,5,5.0,0.0
2025-12-25,21118867,A680,9,0,0,2,0.0,7,7.0,0.0
2025-12-25,21357275,A716,50,0,0,3,0.0,47,47.0,0.0
2025-12-25,80854083,A715,44,0,0,0,0.0,44,44.0,0.0
2025-12-25,80807118,E568,7,0,0,0,0.0,7,7.0,0.0
2025-12-25,21132758,D767,57,0,0,2,0.0,55,55.0,0.0
2025-12-25,80807120,A673,651,0,0,0,0.0,651,651.0,0.0
2025-12-25,21377504,A680,2,0,0,1,0.0,1,1.0,0.0
2025-12-25,80807095,C937,141,0,0,7,0.0,134,134.0,0.0
2025-12-25,80885919,A680,82,0,0,2,0.0,80,80.0,0.0
2025-12-25,21137621,C816,1072,0,0,8,0.0,1064,1064.0,0.0
2025-12-25,80807116,A668,1340,0,0,19,0.0,1321,1321.0,0.0
2025-12-25,21275914,E556,1,0,0,0,0.0,1,1.0,0.0
2025-12-25,80793614,A715,42,0,0,0,0.0,42,42.0,0.0
2025-12-25,80838162,C816,16,0,0,0,0.0,16,16.0,0.0
2025-12-25,80812839,A715,38,0,0,0,0.0,38,38.0,0.0
2025-12-25,21133312,E569,6,0,0,0,0.0,6,6.0,0.0
2025-12-25,21366842,A672,286,0,0,137,0.0,149,149.0,0.0
2025-12-25,21314876,A668,33,0,0,0,0.0,33,33.0,0.0
2025-12-25,80848024,A668,257,0,0,0,0.0,257,257.0,0.0
2025-12-25,80807097,E569,17,0,0,1,0.0,16,16.0,0.0
2025-12-25,21155895,C937,14,0,0,0,0.0,14,14.0,0.0
2025-12-25,80807117,A668,4,0,0,0,0.0,4,4.0,0.0
2025-12-25,80812103,A716,93,0,0,0,0.0,93,93.0,0.0
2025-12-25,80807105,E556,137,0,0,8,0.0,129,129.0,0.0
2025-12-25,21162696,A716,14,0,0,0,0.0,14,14.0,0.0
2025-12-25,80868100,A672,197,0,0,0,0.0,197,197.0,0.0
2025-12-25,80812099,A716,82,0,0,0,0.0,82,82.0,0.0
2025-12-25,21128067,A715,118,0,0,9,0.0,109,109.0,0.0
2025-12-25,80804136,C819,82,0,0,0,0.0,82,82.0,0.0
2025-12-25,80804129,A716,131,0,0,4,0.0,127,127.0,0.0
2025-12-25,80804701,C819,8,0,0,0,0.0,8,8.0,0.0
2025-12-25,21133312,A680,152,0,0,8,0.0,144,144.0,0.0
2025-12-25,80838162,E569,2,0,0,0,0.0,2,2.0,0.0
2025-12-25,80840976,C816,447,0,0,0,0.0,447,447.0,0.0
2025-12-25,80807097,A680,54,0,0,0,0.0,54,54.0,0.0
2025-12-25,21127800,A672,1967,0,0,0,0.0,1967,1967.0,0.0
2025-12-25,21315350,C937,229,0,0,9,0.0,220,220.0,0.0
2025-12-25,80804135,C937,123,0,0,14,0.0,109,109.0,0.0
2025-12-25,80804136,A672,1490,0,0,8,0.0,1482,1482.0,0.0
2025-12-25,80804701,A672,214,0,0,12,0.0,202,202.0,0.0
2025-12-25,21137866,E556,48,0,0,4,0.0,44,44.0,0.0
2025-12-25,80804132,E467,50,0,0,2,0.0,48,48.0,0.0
2025-12-25,21132752,C816,369,0,0,0,0.0,369,369.0,0.0
2025-12-25,80838162,A680,47,0,0,0,0.0,47,47.0,0.0
2025-12-25,21143110,A716,1,0,0,0,0.0,1,1.0,0.0
2025-12-25,80812110,E556,42,0,0,2,0.0,40,40.0,0.0
2025-12-25,21142560,A672,1880,0,0,17,0.0,1863,1863.0,0.0
2025-12-25,21314602,E568,1,0,0,0,0.0,1,1.0,0.0
2025-12-25,80865910,A672,23,0,0,0,0.0,23,23.0,0.0
2025-12-25,80812338,A672,22,0,0,0,0.0,22,22.0,0.0
2025-12-25,80807118,A673,548,0,0,0,0.0,548,548.0,0.0
2025-12-25,21315474,A716,81,0,0,0,0.0,81,81.0,0.0
2025-12-25,80791223,A673,289,0,0,0,0.0,289,289.0,0.0
2025-12-25,21314594,E569,6,0,0,0,0.0,6,6.0,0.0
2025-12-25,21121751,A715,7,0,0,0,0.0,7,7.0,0.0
2025-12-25,80804706,C937,6,0,0,0,0.0,6,6.0,0.0
2025-12-25,21098519,D767,58,0,0,2,0.0,56,56.0,0.0
2025-12-25,80848023,E556,14,0,0,1,0.0,13,13.0,0.0
2025-12-25,21029016,C937,34,0,0,0,0.0,34,34.0,0.0
2025-12-25,80804137,E556,64,0,0,5,0.0,59,59.0,0.0
2025-12-25,21357275,A668,162,0,0,6,0.0,156,156.0,0.0
2025-12-25,80807120,A715,57,0,0,0,0.0,57,57.0,0.0
2025-12-25,80807092,C816,224,0,0,0,0.0,224,224.0,0.0
2025-12-25,21314594,A680,81,0,0,6,0.0,75,75.0,0.0
2025-12-25,80804132,A716,244,0,0,7,0.0,237,237.0,0.0
2025-12-25,21170683,E568,1,0,0,0,0.0,1,1.0,0.0
2025-12-25,80812154,E556,44,0,0,2,0.0,42,42.0,0.0
2025-12-25,21291975,A673,467,0,0,66,0.0,401,401.0,0.0
2025-12-25,80812846,A715,331,0,0,0,0.0,331,331.0,0.0
2025-12-25,21357021,A673,908,0,0,169,0.0,739,739.0,0.0
2025-12-25,80807092,E569,46,0,0,4,0.0,42,42.0,0.0
2025-12-25,80804138,A672,1102,0,0,0,0.0,1102,1102.0,0.0
2025-12-25,80812099,A668,43,0,0,0,0.0,43,43.0,0.0
2025-12-25,21148509,D767,167,0,0,27,0.0,140,140.0,0.0
2025-12-25,80804133,E467,55,0,0,5,0.0,50,50.0,0.0
2025-12-25,21315352,D767,35,0,0,2,0.0,33,33.0,0.0
2025-12-25,80807092,A680,96,0,0,0,0.0,96,96.0,0.0
2025-12-25,21113405,C937,6,0,0,1,0.0,5,5.0,0.0
2025-12-25,21314602,A673,69,0,0,7,0.0,62,62.0,0.0
2025-12-25,80807096,D767,88,0,0,4,0.0,84,84.0,0.0
2025-12-25,21314593,A716,63,0,0,0,0.0,63,63.0,0.0
2025-12-25,80804127,C819,43,0,0,0,0.0,43,43.0,0.0
2025-12-25,80848022,E569,83,0,0,14,0.0,69,69.0,0.0
2025-12-25,21171453,A680,22,0,0,1,0.0,21,21.0,0.0
2025-12-25,80848026,C816,3698,0,0,12,0.0,3686,3686.0,0.0
2025-12-25,21434952,C937,5,0,0,0,0.0,5,5.0,0.0
2025-12-25,21143110,A668,177,0,0,8,0.0,169,169.0,0.0
2025-12-25,80805852,A716,25,0,0,0,0.0,25,25.0,0.0
2025-12-25,21176384,E569,5,0,0,0,0.0,5,5.0,0.0
2025-12-25,21434954,A672,288,0,0,36,0.0,252,252.0,0.0
2025-12-25,80804705,E556,20,0,0,1,0.0,19,19.0,0.0
2025-12-25,80868102,C937,4,0,0,0,0.0,4,4.0,0.0
2025-12-25,80804127,A672,1024,0,0,2,0.0,1022,1022.0,0.0
2025-12-25,80848022,A680,904,0,0,4,0.0,900,900.0,0.0
2025-12-25,21275914,C937,258,0,0,4,0.0,254,254.0,0.0
2025-12-25,80807118,A715,342,0,0,0,0.0,342,342.0,0.0
2025-12-25,21155895,C810,12,0,0,0,0.0,12,12.0,0.0
2025-12-25,80857738,A668,2,0,0,0,0.0,2,2.0,0.0
2025-12-25,80863645,C816,83,0,0,0,0.0,83,83.0,0.0
2025-12-25,80791223,A715,29,0,0,0,0.0,29,29.0,0.0
2025-12-25,21176384,A680,18,0,0,1,0.0,17,17.0,0.0
2025-12-25,80804128,E568,7,0,0,0,0.0,7,7.0,0.0
2025-12-25,21442896,C816,218,0,0,11,65.0,142,142.0,0.0
2025-12-25,80804133,A716,261,0,0,10,0.0,251,251.0,0.0
2025-12-25,21133312,D191,18,0,0,1,0.0,17,17.0,0.0
2025-12-25,21103371,C816,818,0,0,32,0.0,786,786.0,0.0
2025-12-25,80807102,E564,641,0,0,0,0.0,641,641.0,0.0
2025-12-25,21314875,A668,43,0,0,0,0.0,43,43.0,0.0
2025-12-25,21121756,C816,47,0,0,9,0.0,38,38.0,0.0
2025-12-25,80863643,A673,352,0,0,0,0.0,352,352.0,0.0
2025-12-25,80807093,E556,4,0,0,0,0.0,4,4.0,0.0
2025-12-25,80812845,E556,113,0,0,6,0.0,107,107.0,0.0
2025-12-25,21315350,C810,108,0,0,0,0.0,108,108.0,0.0
2025-12-25,80807095,D901,837,0,0,107,0.0,730,730.0,0.0
2025-12-25,21118864,A668,18,0,0,1,0.0,17,17.0,0.0
2025-12-25,80840976,E568,4,0,0,0,0.0,4,4.0,0.0
2025-12-25,80804132,A668,650,0,0,18,0.0,632,632.0,0.0
2025-12-25,80823707,A680,7,0,0,0,0.0,7,7.0,0.0
2025-12-25,21301637,C937,2,0,0,1,0.0,1,1.0,0.0
2025-12-25,80812846,C937,80,0,0,3,0.0,77,77.0,0.0
2025-12-25,21118867,E556,2,0,0,1,0.0,1,1.0,0.0
2025-12-25,21137866,C937,91,0,0,7,0.0,84,84.0,0.0
2025-12-25,21357021,A715,80,0,0,32,0.0,48,48.0,0.0
2025-12-25,21377504,E556,3,0,0,1,0.0,2,2.0,0.0
2025-12-25,21165946,A680,108,0,0,11,0.0,97,97.0,0.0
2025-12-25,80812110,C937,8,0,0,1,0.0,7,7.0,0.0
2025-12-25,21307836,A673,86,0,0,4,0.0,82,82.0,0.0
2025-12-25,21155895,D901,163,0,0,5,0.0,158,158.0,0.0
2025-12-25,80793613,E568,1,0,0,0,0.0,1,1.0,0.0
2025-12-25,21179704,C816,56,0,0,3,0.0,53,53.0,0.0
2025-12-25,21325164,E569,4,0,0,0,0.0,4,4.0,0.0
2025-12-25,80848029,A716,64,0,0,0,0.0,64,64.0,0.0
2025-12-25,21376841,A673,2692,0,0,392,0.0,2300,2300.0,0.0
2025-12-25,21029016,C810,5,0,0,0,0.0,5,5.0,0.0
2025-12-25,21314602,A715,80,0,0,2,0.0,78,78.0,0.0
2025-12-25,80804131,A672,87,0,0,1,0.0,86,86.0,0.0
2025-12-25,21103371,E564,24,0,0,0,0.0,24,24.0,0.0
2025-12-25,80807095,C819,251,0,0,0,0.0,251,251.0,0.0
2025-12-25,80848023,C937,140,0,0,0,0.0,140,140.0,0.0
2025-12-25,21315350,D901,139,0,0,22,0.0,117,117.0,0.0
2025-12-25,80804134,E467,86,0,0,7,0.0,79,79.0,0.0
2025-12-25,21121752,C819,19,0,0,1,0.0,18,18.0,0.0
2025-12-25,21121756,E564,13,0,0,4,0.0,9,9.0,0.0
2025-12-25,80804137,C937,41,0,0,1,0.0,40,40.0,0.0
2025-12-25,21325164,A680,50,0,0,0,0.0,50,50.0,0.0
2025-12-25,21179704,E569,2,0,0,0,0.0,2,2.0,0.0
2025-12-25,80807095,A672,1201,0,0,0,0.0,1201,1201.0,0.0
2025-12-25,21132988,E568,27,0,0,3,0.0,24,24.0,0.0
2025-12-25,21121752,A672,76,0,0,1,0.0,75,75.0,0.0
2025-12-25,21128067,C810,52,0,0,0,0.0,52,52.0,0.0
2025-12-25,80807116,D767,305,0,0,17,0.0,288,288.0,0.0
2025-12-25,21155895,C819,9,0,0,1,0.0,8,8.0,0.0
2025-12-25,21179704,A680,26,0,0,0,0.0,26,26.0,0.0
2025-12-25,21442422,C816,777,0,0,0,262.0,515,515.0,0.0
2025-12-25,80840976,A673,154,0,0,0,0.0,154,154.0,0.0
2025-12-25,80848031,A668,39,0,0,0,0.0,39,39.0,0.0
2025-12-25,21422791,A673,720,0,0,115,0.0,605,605.0,0.0
2025-12-25,80804133,A668,789,0,0,28,0.0,761,761.0,0.0
2025-12-25,80807102,E568,4,0,0,0,0.0,4,4.0,0.0
2025-12-25,80863643,A715,10,0,0,0,0.0,10,10.0,0.0
2025-12-25,21315352,C816,849,0,0,0,0.0,849,849.0,0.0
2025-12-25,21113405,C810,2,0,0,0,0.0,2,2.0,0.0
2025-12-25,21155895,A672,225,0,0,26,0.0,199,199.0,0.0
2025-12-25,21165816,A716,10,0,0,1,0.0,9,9.0,0.0
2025-12-25,21442897,A716,62,0,0,3,0.0,59,59.0,0.0
2025-12-25,21315350,C819,8,0,0,0,0.0,8,8.0,0.0
2025-12-25,21098519,E564,44,0,0,0,0.0,44,44.0,0.0
2025-12-25,80804134,A716,352,0,0,7,0.0,345,345.0,0.0
2025-12-25,80807122,C937,5,0,0,0,0.0,5,5.0,0.0
2025-12-25,21132758,E568,5,0,0,0,0.0,5,5.0,0.0
2025-12-25,21170691,C816,47,0,0,0,0.0,47,47.0,0.0
2025-12-25,80793613,A673,159,0,0,0,0.0,159,159.0,0.0
2025-12-25,80848025,E569,21,0,0,0,0.0,21,21.0,0.0
2025-12-25,21128377,A716,146,0,0,3,0.0,143,143.0,0.0
2025-12-25,21275914,C810,2,0,0,0,0.0,2,2.0,0.0
2025-12-25,21128067,D901,206,0,0,11,0.0,195,195.0,0.0
2025-12-25,21307836,A715,14,0,0,0,0.0,14,14.0,0.0
2025-12-25,21314594,E556,47,0,0,1,0.0,46,46.0,0.0
2025-12-25,21428668,A673,1435,0,0,0,0.0,1435,1435.0,0.0
2025-12-25,21442422,A680,704,0,0,15,0.0,689,689.0,0.0
2025-12-25,21143103,E569,6,0,0,0,0.0,6,6.0,0.0
2025-12-25,80848025,A680,64,0,0,0,0.0,64,64.0,0.0
2025-12-25,80848029,A668,252,0,0,5,0.0,247,247.0,0.0
2025-12-25,80805856,C937,79,0,0,8,0.0,71,71.0,0.0
2025-12-25,21376841,A715,217,0,0,71,0.0,146,146.0,0.0
2025-12-25,21304907,A716,4,0,0,0,0.0,4,4.0,0.0
2025-12-25,80807089,D767,51,0,0,4,0.0,47,47.0,0.0
2025-12-25,21029016,C819,7,0,0,0,0.0,7,7.0,0.0
2025-12-25,21113405,D901,13,0,0,2,0.0,11,11.0,0.0
2025-12-25,21132988,A673,676,0,0,47,0.0,629,629.0,0.0
2025-12-25,21143103,A680,60,0,0,0,0.0,60,60.0,0.0
2025-12-25,21148509,E564,105,0,0,15,0.0,90,90.0,0.0
2025-12-25,21170686,A673,126,0,0,6,0.0,120,120.0,0.0
2025-12-25,21315352,E564,2,0,0,0,0.0,2,2.0,0.0
2025-12-25,80807105,E467,169,0,0,2,0.0,167,167.0,0.0
2025-12-25,80807110,C816,396,0,0,1,0.0,395,395.0,0.0
2025-12-25,80854083,A672,345,0,0,0,0.0,345,345.0,0.0
2025-12-25,80807093,C937,18,0,0,1,0.0,17,17.0,0.0
2025-12-25,80848027,C816,18,0,0,0,0.0,18,18.0,0.0
2025-12-25,21133493,E556,442,0,0,4,0.0,438,438.0,0.0
2025-12-25,80812845,C937,237,0,0,12,0.0,225,225.0,0.0
2025-12-25,80848026,D191,82,0,0,0,0.0,82,82.0,0.0
2025-12-25,21352461,C816,432,0,0,35,0.0,397,397.0,0.0
2025-12-25,21137866,C810,90,0,0,0,0.0,90,90.0,0.0
2025-12-25,80807090,C816,183,0,0,1,0.0,182,182.0,0.0
2025-12-25,80807092,E556,67,0,0,4,0.0,63,63.0,0.0
2025-12-25,21315350,A668,256,0,0,15,0.0,241,241.0,0.0
2025-12-25,80804135,A668,292,0,0,9,0.0,283,283.0,0.0
2025-12-25,80807119,E569,40,0,0,2,0.0,38,38.0,0.0
2025-12-25,80793614,A672,29,0,0,0,0.0,29,29.0,0.0
2025-12-25,21128067,C819,46,0,0,8,0.0,38,38.0,0.0
2025-12-25,21118867,C937,2,0,0,0,0.0,2,2.0,0.0
2025-12-25,80807102,A673,774,0,0,0,0.0,774,774.0,0.0
2025-12-25,21121751,D901,52,0,0,1,0.0,51,51.0,0.0
2025-12-25,80804130,C816,293,0,0,1,0.0,292,292.0,0.0
2025-12-25,21127799,A672,1966,0,0,0,0.0,1966,1966.0,0.0
2025-12-25,21377504,C937,4,0,0,1,0.0,3,3.0,0.0
2025-12-25,80840976,A715,54,0,0,0,0.0,54,54.0,0.0
2025-12-25,80807110,E569,209,0,0,16,0.0,193,193.0,0.0
2025-12-25,21422791,A715,1,0,0,0,0.0,1,1.0,0.0
2025-12-25,21325292,E569,11,0,0,2,0.0,9,9.0,0.0
2025-12-25,80807120,D901,297,0,0,12,0.0,285,285.0,0.0
2025-12-25,80851898,A716,48,0,0,1,0.0,47,47.0,0.0
